,id,type,y,centroid mean,centroid var,rolloff mean,rolloff var,zero mean,zero var,rms mean,rms var,contrast mean,contrast var,mfcc1 mean,mfcc1 var,mfcc2 mean,mfcc2 var,mfcc3 mean,mfcc3 var,mfcc4 mean,mfcc4 var,mfcc5 mean,mfcc5 var
3910,70,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1356.261113,88863.1519,2523.499444,375714.3418,0.070837875,0.000566484,-14.5016614,9866.105106,17.09797212,16.96627228,-321.2507888,7193.627122,134.4916109,573.5418665,-18.2558095,343.062672,22.1625456,84.39740808,0.44144253,83.08341357
3933,71,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1396.458912,72977.92874,2613.830396,272204.1884,0.075839162,0.000558763,-11.8228523,7483.089192,16.12144351,18.33182539,-269.5248687,4952.560448,136.5236565,407.4390562,-25.03101567,223.714522,26.38283756,80.76874529,0.675609944,70.06438837
3956,72,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1285.008165,128886.3538,2477.119595,463207.6866,0.063725624,0.000819868,-13.57902087,12088.41598,18.33184285,19.52802948,-360.7662966,6776.52656,138.9794401,842.7398206,-12.92659853,201.1263625,33.83666191,82.37029589,7.597871501,57.236477
3979,73,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1210.466653,104592.7843,2103.518521,445705.7246,0.070852637,0.000491091,-14.2080917,9550.74474,17.16603175,18.41432244,-306.5119793,5690.075083,153.0616425,660.0815117,-27.59091035,349.3430503,16.26428776,230.7219781,-3.190441613,176.9938067
4002,74,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1359.491672,88048.32411,2567.81778,358496.9318,0.072026027,0.000488605,-13.43942587,8633.664165,17.96933155,21.29195081,-289.9683472,7184.676799,143.9213272,442.0935489,-27.00316056,132.3102136,24.05679315,69.97345071,-1.150116391,64.92376161
4025,75,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1171.913475,81191.27461,2235.872604,323711.6588,0.060893593,0.000666309,-18.5325464,14813.15453,19.04524858,15.18099887,-412.8304208,3768.618476,138.5712191,801.3741785,-19.28694314,267.4535344,34.13395467,73.74947009,8.944108624,81.97058799
4048,76,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1338.749782,70163.65926,2519.969,257082.9751,0.071489296,0.000491933,-8.572632684,6670.212435,17.1106406,18.59525214,-238.2589133,5418.589672,149.9347878,551.3519896,-28.92807869,175.1021706,28.18627762,78.22802331,-0.833210824,65.14293821
4071,77,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",811.967056,50422.38696,1236.94898,263676.2455,0.048342115,0.000254897,-28.83353584,19610.2557,15.35249241,26.56679667,-477.9830233,8609.724433,155.3077728,1510.454119,12.75298143,802.4246241,5.504255137,230.1261675,2.353705946,95.22031401
4094,78,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",714.7491128,43786.54217,1036.289573,305307.005,0.041296103,0.000110733,-30.12889618,25193.5775,16.53384382,14.51372691,-551.9400764,1637.510863,173.4984269,662.6610945,26.3616281,201.2493413,14.10402806,71.33306007,7.240205703,46.28878388
4117,79,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",789.8312591,32090.52557,1159.070562,141525.5464,0.052140489,0.000364506,-25.39843022,16913.58188,14.76435467,22.83463475,-437.3780811,4061.195837,171.1107061,820.2074308,7.30880839,658.4964998,-3.14590678,127.0669512,0.801322673,138.1354724
4140,80,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",972.7123542,93951.18906,1909.327421,1048776.348,0.031513066,0.000126718,-24.19853638,25471.92605,16.00101251,14.16352905,-549.7750106,7702.005452,157.0007473,1523.246986,6.533665823,544.1436591,34.4623145,74.59115836,13.29133255,64.86935851
4163,81,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1213.6033,83192.24604,2162.926792,319068.5523,0.060465873,0.000430464,-18.97107913,12705.75352,19.44625891,33.99340206,-374.8854921,3084.492077,153.8775006,587.8588834,-21.57418182,226.5296115,20.8394623,93.9331246,7.006207018,68.02005003
4186,82,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1414.663953,119071.2636,2488.95451,435176.7057,0.087276299,0.000971616,-22.60663712,7175.97039,19.71861883,22.63863099,-264.1749839,2912.616477,142.1708591,1098.100884,-51.34195651,347.7195923,5.044239633,119.1503748,-20.26741881,128.1095897
4209,83,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",853.1353155,21423.63296,1401.728061,99245.45183,0.050787685,0.000117463,-18.69537652,11782.93788,19.91218712,18.09634371,-338.7763717,3842.260662,190.1759014,455.3162496,-16.36687273,678.1757307,3.694347462,143.2594623,-0.44464829,94.41896891
4232,84,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1001.182245,24274.08665,1731.544956,93978.33282,0.057932488,0.000179327,-22.80970964,12947.29284,19.88211414,20.05064354,-369.3763738,5769.944508,171.986514,223.9511554,-27.26144797,578.4670052,6.059409439,173.3933209,-0.081099703,276.7450812
4255,85,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1525.119048,211667.2774,2732.37986,966840.7555,0.091493686,0.000849537,-14.35871299,6996.263256,17.93334718,21.88743936,-246.3289723,5838.276572,149.4909493,1480.217877,-41.94992188,240.628295,11.619866,97.44642267,-10.28219402,61.23394083
4278,86,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1356.783686,221106.101,2497.601176,1055893.518,0.076873637,0.001010348,-14.93174422,8613.530442,19.87952335,22.84000708,-283.3045069,5394.166098,159.5782442,1290.632516,-29.52460536,164.7027708,18.56233623,101.0471782,-9.921102352,111.8411433
4301,87,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",876.7060867,32593.30259,1456.796307,202440.0628,0.051009115,0.000158432,-21.65219621,14804.33084,18.76771346,16.91302576,-393.1177343,5067.808091,190.7957362,383.1394603,-13.27323918,589.2585421,8.27717739,77.28335527,1.572634447,66.26792067
4324,88,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1300.804208,62381.65359,2342.929347,287530.5399,0.070412049,0.000391641,-17.38628447,9153.54492,18.2594375,17.39383944,-300.0949801,4888.353588,157.4410807,325.397862,-37.37752738,195.1798644,15.78171816,85.50195065,-5.750502595,85.04745427
4347,89,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",2423.21648,119200.8549,4296.566758,375563.293,0.166631844,0.001130736,-15.39151965,8210.553249,18.2094362,13.90317864,-301.76961,2620.117177,57.57210426,820.2969819,-59.17708612,254.958653,33.50470244,84.06148585,-20.90945654,73.31341187
4370,90,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",2172.618722,133095.871,4066.820835,508861.7206,0.151924737,0.001965478,-17.24043139,9035.683544,19.71718476,10.25407861,-326.1352547,1247.953695,85.92461311,338.7851239,-43.02580907,170.0424641,31.85469932,67.00395382,-19.58785696,81.16035521
4393,91,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",2192.966351,129259.4005,4066.795796,391015.7085,0.152433836,0.002080276,-9.99901662,6149.130662,17.2740648,18.94428408,-251.481926,3208.097004,88.68910765,229.1160553,-41.73436338,144.5572651,37.8938099,65.84056588,-12.02044475,112.5644648
4416,92,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1806.829174,222023.6045,3071.085461,641255.8385,0.130811304,0.003377964,-11.03825073,8562.938129,15.84779325,21.04468155,-299.5553667,5256.580406,103.7130482,656.5898474,-27.69914204,293.6826024,51.01140422,110.0237119,12.28801686,147.6146298
4439,93,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1624.030503,47730.36755,2732.530092,294962.8929,0.108185713,0.000864296,-9.91422129,4760.219563,18.12328553,25.83503678,-207.2616771,1671.334145,117.5950899,212.7955484,-41.38474148,547.0573384,13.24843509,155.7707777,-1.68524117,69.7725885
4462,94,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1424.983523,106150.882,2929.341899,488626.8612,0.070212951,0.001233821,-16.23060501,13549.23699,17.6130428,17.1839657,-385.6164158,9374.265948,128.586369,406.8647114,-26.76532525,453.8588283,39.49905778,116.6260075,-2.214022973,172.7758664
4485,95,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1800.202629,285690.2381,3425.072958,864445.8347,0.124213829,0.003851723,-20.04736362,14875.33187,17.97256505,12.36022798,-422.6913549,6861.566784,89.84625418,1016.038385,-18.68768195,438.3485433,37.81205325,108.8749021,6.021198438,139.3391523
4508,96,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1931.078347,189746.0082,3570.038154,448216.7013,0.117202262,0.00233525,-7.853235719,4920.809217,17.58928265,19.51807955,-203.4786725,3765.324578,111.3256982,939.4794014,-51.50831847,173.8114323,39.50048855,64.71375988,-10.52083629,130.1311329
4531,97,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1493.867194,92359.62683,2780.153525,338700.9886,0.085872017,0.000918649,-11.72453103,7370.38623,13.50295448,14.0800626,-280.7233049,1135.152595,122.7478115,229.9002147,-14.38943934,169.3179357,26.83975774,37.43880583,1.371472983,62.67666817
4554,98,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1954.207846,165440.1091,3782.599246,445451.2219,0.123624864,0.002203383,-14.42430071,7765.380126,15.68504425,18.33049246,-287.3222126,4966.021631,101.6852855,303.7866709,-35.40531644,212.3585148,41.28630513,56.12480413,-12.778964,127.6790224
4577,99,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1523.961551,46378.04719,3322.481434,344479.7416,0.080645137,0.000407922,-14.6040189,12503.96797,17.02266733,12.8758401,-378.8671404,478.1905099,126.5288585,155.9980402,-18.80740361,35.53909117,42.86992491,34.11700276,-14.25928791,57.13619448
4600,0,country,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",2797.457634,356757.4843,6218.889217,1807807.861,0.10709484,0.001760047,9.053749243,617.8374328,23.76662394,23.71457073,-23.18185721,1015.388756,70.27865128,341.3290034,3.824279928,237.2026092,28.3365892,135.9337726,13.75443181,111.3920015
4623,1,country,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",2938.103261,101899.6842,6279.808151,627091.9052,0.126976593,0.000882854,10.38458836,384.8995082,22.52496634,16.39835564,-8.012610193,360.634397,62.70447852,92.9602638,-1.442598024,148.4341443,28.13035464,60.76605754,9.979489645,73.69020691
4646,2,country,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",2308.634725,550832.9446,5189.79407,1769124.552,0.074199446,0.003984296,2.83842651,2000.510309,18.79425404,20.68485003,-120.6631628,1690.096741,79.28492876,448.2696755,5.446060634,351.6778431,34.80856816,188.1395755,16.54512811,100.2164394
4669,3,country,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",2174.278894,571465.3507,4348.772257,2582244.361,0.10254474,0.002372032,7.420902245,1355.922292,22.20811801,19.22632693,-57.79323228,1335.859627,95.75822389,825.231944,-10.10755602,414.9566417,41.01006671,193.0955954,14.0116478,133.1984522
4692,4,country,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",2966.395119,193242.1194,6351.652264,1176816.744,0.124163487,0.001270215,9.53187267,454.0216189,22.3357752,17.4652293,-20.76150451,380.9152271,62.93456045,156.6251364,2.319307018,161.8044611,30.72640248,92.40511843,6.979151118,62.26347047
4715,5,country,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",2927.07825,278293.6671,6171.399323,1175856.569,0.136420104,0.002251937,8.256799677,538.5582947,21.50867648,21.12373788,-24.64664014,756.7655002,62.36984673,254.1362861,-7.79220293,234.5809419,28.54895869,132.3933647,10.94512796,80.9238321
4738,6,country,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",2800.309715,421953.9128,6003.557186,1992128.106,0.128494428,0.00281115,8.52563396,621.5346915,21.85416644,19.80568759,-23.11330239,591.9331894,71.34382314,429.9260455,1.3757746,273.3339475,24.45510041,136.8639719,16.34852253,155.9546117
4761,7,country,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",2897.649375,377415.175,6398.474462,1409507.026,0.112843311,0.001783988,9.754510651,513.1234246,24.04436763,16.97948136,-20.83030791,802.9516882,64.93161948,337.1623468,6.758686599,194.0955053,26.35268959,115.1905745,11.67098391,95.48791789
4784,8,country,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",2507.660303,281799.3118,5482.119822,1418306.666,0.104839662,0.001182401,10.30026912,652.2553513,23.67736476,17.34797186,-19.61149475,522.478177,76.62141583,368.1919503,-4.824621176,158.0769198,32.22810545,153.5592256,7.671697109,120.3863102
4807,9,country,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",3191.840684,178266.3776,6926.547057,868968.6454,0.156875303,0.001618356,10.30510768,340.3832783,20.33553346,17.55551879,12.19935842,189.8703672,58.95372388,144.0103107,0.907035741,182.9377774,26.75401354,118.6539703,9.259147856,75.76308277
4830,10,country,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1860.270818,558189.7446,3766.900039,2004578.761,0.076377407,0.002441064,-6.681612742,4526.627387,22.70199077,28.05495224,-197.7728866,4256.415834,106.5420552,937.5348462,-4.43027027,579.21997,37.63775482,320.1326998,-0.858498825,299.5576041
4853,11,country,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",2836.347608,1278760.346,6044.161462,4015238.22,0.109831108,0.009087444,-6.240079482,4052.885232,22.78991371,35.54860635,-199.1334538,5359.117037,61.26565383,1405.125469,9.976459487,550.098077,23.41837063,239.6283496,10.29260306,230.2795872
4876,12,country,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1668.383806,469972.512,3442.391329,2770896.118,0.0640625,0.001107796,-2.140850386,3135.951179,23.5189277,27.76314578,-141.0007425,1982.367836,123.8604822,1159.027269,-2.450221644,335.0852323,28.0100713,219.4963448,0.039602955,202.7539983
4899,13,country,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",2813.321462,523363.0578,6065.786473,2828437.728,0.129582652,0.002389956,-1.332124234,2030.477013,21.50057572,20.54073577,-126.1626527,2084.473896,77.60335962,537.8734388,3.166811418,350.0875147,19.97304054,106.7052894,10.86374063,172.837177
4922,14,country,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",2949.992962,966177.1125,6566.11629,2666523.86,0.124492036,0.006669317,0.175723335,1986.051532,22.70396397,23.2824825,-124.7046367,2327.793719,72.57585691,591.2000632,16.72396017,310.4223432,18.24801533,180.4945726,12.22870046,121.1769348
4945,15,country,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1960.381043,356056.9618,4210.692678,1555740.259,0.094292409,0.002198622,-1.470023146,2467.818996,25.27220141,19.86169092,-116.0879417,2439.388676,111.6601498,827.8152331,-5.242943742,329.0909985,33.98585115,98.20957524,-12.44625604,109.4628553
4968,16,country,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1425.214136,232280.7932,2879.765455,1362995.577,0.060071085,0.000586335,-7.907967332,5639.707761,25.15990158,17.92985635,-210.270859,3332.855929,139.6231952,820.811175,-16.86946194,800.2944283,58.02930438,204.379317,-9.63967544,233.312058
4991,17,country,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1468.835289,283972.8551,2964.846646,1853542.505,0.063758933,0.000815229,-1.630892353,4183.091623,22.17212223,25.58724557,-171.3551751,3332.179012,137.4040741,1054.599656,7.988483194,128.7002476,28.55178842,93.01169325,2.734868332,144.3032998
5014,18,country,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",2068.156351,342835.0032,4096.057583,2055921.771,0.095556641,0.00163353,-1.020045709,2505.138103,22.22474234,21.61097935,-131.1332483,1982.992609,103.0305581,535.8964944,-11.52315969,334.6306358,17.75677367,163.546176,17.00331386,159.8352713
5037,19,country,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1138.655269,162049.0259,2117.231332,688377.4412,0.050980348,0.001012911,-7.19381284,7794.906744,22.94780785,29.15787116,-255.9508537,5276.968492,163.1069035,875.3167068,-22.88985507,727.4142459,26.93364943,378.4275802,15.3103768,244.387923
5060,20,country,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",2410.884585,1070339.283,5219.35632,3287275.057,0.086944344,0.005424499,1.15450113,3336.214844,22.31596081,20.58906897,-161.0706506,5355.787357,74.63681939,1364.408557,22.43576716,259.6982801,46.03849562,394.0536301,5.256079721,231.4495389
5083,21,country,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1040.103363,96051.87627,1937.162007,527240.5251,0.045271999,0.000330501,-3.884870578,6054.746981,26.51216307,19.95005712,-209.4883918,2703.212655,167.3141821,455.8821217,-20.9246207,340.4567604,36.86005746,321.6278011,10.41229827,291.578164
5106,22,country,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1718.121273,176182.2185,3444.102301,1170823.453,0.06800698,0.000687005,-5.063441576,4481.17249,23.80007228,16.43102724,-195.0808572,3122.358508,114.3344161,439.874459,-0.001607953,447.2142404,38.17143861,253.3077031,11.33012155,285.7700748
5129,23,country,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1496.658787,625987.1613,3056.062296,4412519.101,0.035505996,0.001901911,-13.38077089,11233.33651,26.92797106,27.26981369,-353.2105943,6483.009974,110.6356683,801.0422061,32.83374414,701.822994,24.16568204,275.9659035,18.75687358,232.310146
5152,24,country,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1739.789406,573068.6793,3426.775584,2349042.555,0.082502498,0.002281099,-6.264084766,4861.232644,22.21978138,29.65181337,-199.9331671,5593.243581,109.095698,1616.725131,-5.506815438,317.5921217,48.13756194,237.1900417,1.185652918,384.8407065
5175,25,country,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1566.71219,412294.9822,3191.788245,1994126.286,0.057342387,0.001582157,-3.612232283,4790.149783,23.44754555,25.08802283,-200.4064567,4023.389148,119.5909729,996.8152461,-3.622997445,306.7212625,31.93356856,272.3378381,9.909809974,202.698649
5198,26,country,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1270.035676,273330.4675,2497.718023,1599662.495,0.054871079,0.000897601,0.110583223,5225.910478,22.19387297,27.23529148,-194.3509198,3128.965937,151.8496906,977.4233532,-3.047448724,405.8247328,29.47038518,331.2390153,9.095539278,291.2220528
5221,27,country,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",2013.321868,180378.4124,3910.20434,1103461.425,0.097452989,0.000933355,-1.013706841,2098.13481,29.74135867,23.88142471,-100.6041627,1933.674552,106.9057267,445.1634963,-27.17164246,572.6624354,29.0795471,236.4073799,5.042586536,222.4169252
5244,28,country,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1472.832111,120665.5588,2922.906977,593136.7042,0.059786822,0.000594576,-3.114161878,3897.511163,27.65887567,36.6377242,-169.1298356,1607.350357,132.8713668,334.7181964,-13.48000616,267.892031,31.19780478,161.5392856,6.339025381,162.0822799
5267,29,country,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1213.985604,146842.2957,2274.281829,957509.0038,0.054161367,0.000466358,-1.951582045,4686.08194,20.99024142,24.47099936,-171.2987467,2248.009784,160.4709777,614.7388074,-17.76054309,482.3576167,30.55095686,176.1169318,7.525345062,185.3600839
5290,30,country,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1240.246164,337299.2717,2410.984284,3646901.806,0.042819995,0.000230888,-6.931488507,7877.402033,25.29296341,21.13835613,-277.0463938,3857.579716,128.2856298,885.0121353,42.4289656,287.2896526,37.68892538,99.78189569,12.80706399,121.4645708
5313,31,country,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",2051.978172,517343.5129,4093.737339,2036583.429,0.095122865,0.002434731,-0.911475773,2599.113371,19.49937616,22.96454401,-130.5221971,2168.45937,104.1908477,839.2900475,-19.26324361,309.123223,34.15663562,144.9051756,5.451270451,143.4112651
5336,32,country,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1823.53774,550364.7746,4017.878702,2246210.557,0.067557307,0.002035751,-3.647494314,5821.868065,28.21338897,23.43600858,-238.0921926,4653.941225,97.66776161,983.6714817,6.604432843,353.7895326,46.00203544,215.8015465,2.182274894,208.5014226
5359,33,country,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",2456.04362,457471.6216,4914.836766,1601942.298,0.123423117,0.003206408,-2.844641846,2469.226691,25.53271914,17.60155706,-133.4002763,4156.357267,79.00751202,744.4707573,-5.61327898,474.5027275,35.49656722,373.4678745,-7.523342424,164.1047976
5382,34,country,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",2613.980392,793322.1652,5435.356048,4011595.979,0.119181126,0.00337113,-2.612822464,2814.418522,27.24603816,40.9920578,-153.8377016,2855.549541,83.69644547,840.0375823,-8.413085182,629.693051,13.97407102,167.9468257,13.59886565,146.6827584
5405,35,country,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",2321.312274,544102.8878,4578.968875,2654032.033,0.104266594,0.002560035,0.673987622,2244.802293,23.76257561,24.79228246,-120.373073,1675.358793,95.36920443,718.1881089,-5.995423347,318.8730274,25.18903338,299.0681838,20.99793145,226.3873968
5428,36,country,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1825.364903,573287.3387,3646.138831,2286707.524,0.084591509,0.003719327,-15.18074161,10419.52661,25.70151172,24.54792016,-340.1045006,6886.676846,97.88491367,1127.409533,-9.548675861,676.3270964,51.05622929,292.9312789,7.88155492,303.6862704
5451,37,country,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",2070.094859,679487.2064,4237.100064,3544615.901,0.085037019,0.002588271,-2.459480983,3651.540374,21.21334586,19.78782482,-173.4347443,2594.864883,105.0089417,1032.363126,1.182996499,449.8171272,24.12078107,213.2368477,22.09593767,269.4501068
5474,38,country,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",2860.779695,520711.7746,6247.708655,2147950.287,0.121094886,0.002027082,0.923944068,1814.470862,21.32439416,19.21243752,-118.0093292,1854.366676,74.1354965,577.6184168,8.321427626,304.3755253,15.50169907,209.0443072,6.181325313,96.54569771
5497,39,country,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",3759.321747,587511.306,7442.818121,1732748.43,0.212255481,0.00391844,1.402358952,1136.716574,23.69586049,22.65458435,-89.89042254,1969.201735,36.32956496,457.4499027,11.46187573,324.3404241,37.4809077,204.842889,9.234448916,197.1028118
5520,40,country,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",2449.996528,299723.0441,5042.258244,1610316.033,0.106248107,0.001283109,0.181789808,1849.958808,26.60452262,20.85998511,-102.976561,3302.124609,85.31569021,423.4012969,-4.35729626,347.9863302,30.56147454,207.1297213,2.987960581,209.5807798
5543,41,country,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",2633.433936,822446.8568,5806.778763,4567463.56,0.095691013,0.002866026,4.215655073,1986.540232,23.33477129,18.05393653,-111.82481,2623.327764,82.27921632,807.3856258,13.13711785,388.2188946,31.99008049,173.0103537,23.72301681,140.6867995
5566,42,country,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",2385.905028,344434.7401,5387.081611,1638219.917,0.086945858,0.001276336,2.488147589,1657.000851,28.24645013,23.40823423,-101.3052779,1537.654929,84.14323869,350.4508168,7.742843666,210.1767339,30.41513942,143.9378213,13.88400715,114.062289
5589,43,country,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",2530.945179,393116.0393,5071.979072,1825214.751,0.134214889,0.002224938,0.561199148,1771.286676,19.55019831,10.77361405,-101.2062397,2680.272638,85.4108679,607.0701004,-19.69018001,315.0407039,20.61279876,161.9176451,9.963150667,169.8554936
5612,44,country,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1731.776717,560836.7202,3363.052326,2988940.558,0.066521696,0.001541151,1.413399018,3863.577297,22.74232577,14.06996727,-162.6266748,5083.251706,119.690625,1132.989892,-2.850344717,414.6828718,20.49009892,316.5261422,27.80147367,258.411546
5635,45,country,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",2775.978281,531185.3294,5619.423204,1955416.404,0.132840888,0.00350146,1.374470897,1109.461876,23.26253718,35.61252822,-61.25669185,2351.366681,71.30781404,650.8782416,-17.01744024,469.4059962,17.15201926,400.6259212,5.077998335,193.3923823
5658,46,country,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",2109.302374,299747.8893,3843.676758,821268.1355,0.115817663,0.002267635,-0.909021562,2781.757905,27.4495148,22.97396456,-126.8578574,2308.237395,103.5091586,665.055564,-31.87711279,365.6684593,58.711301,278.0490842,-1.95484828,259.649283
5681,47,country,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1785.181403,199557.8118,3558.795819,879139.0648,0.09412662,0.001613465,-4.513488084,3688.560625,26.46532116,24.60766656,-165.3929499,1769.367083,117.8320918,624.5897487,-33.60843215,242.853499,42.64852215,272.3615776,-1.385809578,122.5501575
5704,48,country,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1939.045756,423488.1765,4122.473315,2372366.011,0.063978849,0.001162419,-0.171687046,3283.379864,29.40339281,20.69054938,-148.8799465,5230.147007,107.274664,703.2830903,11.15380611,393.7067425,26.7108229,213.4205482,11.40161089,267.2164432
5727,49,country,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1600.898652,246106.3973,3008.338708,1193702.79,0.075816452,0.000792468,-0.754832294,2736.85079,24.86877839,25.97466883,-109.8817738,2248.534817,134.7074591,829.8199728,-24.03826892,272.7684843,19.36806508,141.3064704,-4.413346757,187.2381124
5750,50,country,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1777.872246,392128.7972,3870.050759,1859764.884,0.078698825,0.002097764,2.073283186,3417.664065,19.79099406,27.41708577,-143.2491686,2537.420089,121.936315,601.6030641,-13.32047942,367.7693921,47.77891026,195.7585019,-12.62484087,197.030006
5773,51,country,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1552.23339,375070.9851,3165.948401,1449291.503,0.059116097,0.00189764,-5.075111412,5028.666855,23.96852341,24.52764611,-204.7856242,2648.11416,121.9243646,706.9107234,-17.69107642,285.6850038,46.33523189,163.9873182,-1.785306468,229.711287
5796,52,country,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1116.113805,230208.5084,2349.205691,1467897.527,0.035483285,0.000625266,-1.670907032,7611.684927,22.37746503,22.60354845,-265.257164,3313.053062,138.8309692,637.3269713,6.175770841,288.4310962,47.53765471,271.0006944,-2.408080346,374.0117747
5819,53,country,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",2268.187721,234555.1563,4952.319563,908148.8685,0.107792817,0.001129996,2.136634885,1981.294368,20.08276554,19.98797656,-84.78943269,1390.390854,101.0596856,311.2759815,-16.04881516,153.0260008,51.79688211,174.6939742,-17.08921274,126.0119706
5842,54,country,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1654.73867,309215.3333,3908.927371,1777559.664,0.060201293,0.000625651,2.064067838,4051.195702,22.06688038,21.23756953,-175.0304232,1582.086725,115.7067021,565.3695064,5.117970563,164.8666884,58.13432172,124.0152416,-3.374743166,108.7762469
